,title,id,release_date,popularity,genre_ids
3729,Quadrophenia,10373,1979-09-14,1.585207,"[18, 10402]"
3730,The Wanderers,233,1979-07-13,1.579916,[18]
3731,Camera Buff,42164,1979-11-16,1.574283,"[18, 35]"
3732,Going Steady,10581,1979-05-31,1.572418,"[35, 10749]"
3733,The Black Hole,9570,1979-12-18,1.549487,"[12, 10751, 878, 28]"
3734,The Muppet Movie,11176,1979-05-31,1.548755,"[12, 35, 10751]"
3735,Tess,11121,1979-10-06,1.547511,"[18, 10749]"
3736,The Gendarme and the Creatures from Outer Space,10516,1979-01-31,1.520484,"[35, 878]"
3737,Norma Rae,40842,1979-03-02,1.517893,[18]
3738,I Am Maria,343283,1979-12-15,1.508088,[18]
3739,The Nurse in the Military Madhouse,69403,1979-11-27,1.505733,[35]
3740,The Tin Drum,659,1979-05-02,1.501637,"[18, 36, 10752]"
3741,Time After Time,24750,1979-08-31,1.492538,"[12, 18, 35, 878, 53]"
3742,Flesh & Blood,358861,1979-10-14,1.454166,[]
3743,A Dog Called... Vengeance,89958,1979-09-14,1.453171,[]
3744,La Luna,30636,1979-08-29,1.444271,[18]
3745,Taro the Dragon Boy,47486,1979-01-01,1.419609,"[12, 14, 16, 878, 10751, 10769]"
3746,Meatballs,14035,1979-06-28,1.414137,[35]
3747,...And Justice for All,17443,1979-10-19,1.396929,"[80, 18, 9648, 53]"
3748,The Amityville Horror,11449,1979-07-27,1.384056,"[18, 27, 53]"
3749,Zombie,7219,1979-08-25,1.381644,[27]
3750,Laura,54145,1979-11-28,1.378645,"[18, 10749]"
3751,All That Jazz,16858,1979-12-20,1.37614,"[18, 10402]"
3752,The China Syndrome,988,1979-03-16,1.361506,"[53, 18]"
3753,Umudumuz Şaban,148711,1979-01-01,1.360749,[]
3754,Phantasm,9638,1979-03-28,1.349194,"[27, 878]"
3755,The Villain,163907,1979-07-26,1.349099,"[35, 37]"
3756,All Quiet on the Western Front,10912,1979-11-14,1.339041,"[18, 36, 10752]"
3757,Love at First Bite,18966,1979-04-27,1.329196,"[10749, 35, 27]"
3758,Şark Bülbülü,123594,1979-01-01,1.328158,[]
3759,Prophecy,31915,1979-01-01,1.320933,"[27, 878]"
3760,The Sheriff and the Satellite Kid,10770,1979-08-10,1.309317,"[35, 878]"
3761,Beyond the Darkness,5425,1979-11-15,1.30454,[27]
3762,The Adolescent,226674,1979-01-24,1.296624,[18]
3763,Hair,10654,1979-03-14,1.293697,"[18, 35, 36, 10402]"
3764,A Very Special Woman,274814,1979-04-01,1.291066,[80]
3765,The Concorde... Airport '79,29723,1979-08-17,1.281274,"[28, 18, 53]"
3766,Fearless Hyena,19274,1979-02-17,1.280751,"[35, 28]"
3767,El periscopio,30900,1979-02-26,1.277319,[35]
3768,Nosferatu the Vampyre,6404,1979-04-11,1.269256,"[18, 27]"
3769,Rock 'n' Roll High School,26326,1979-08-24,1.267651,"[35, 10402]"
3770,Minik Serçe,300633,1979-01-01,1.260095,"[18, 10402, 10749]"
3771,How to Seduce Your Teacher,151026,1979-03-13,1.259558,[35]
3772,"You're Out of Your Mind, Madicken",27598,1979-12-14,1.255531,[10751]
3773,Nezha Conquers the Dragon King,74037,1979-05-19,1.255055,"[16, 14]"
3774,More American Graffiti,33258,1979-08-03,1.2547,"[35, 18, 10752]"
3775,Wise Blood,42179,1979-10-01,1.254374,"[35, 18]"
3776,The Brood,28942,1979-05-25,1.254345,"[27, 878, 53]"
3777,The Frisco Kid,16972,1979-07-06,1.253552,"[37, 35]"
3778,Murder by Decree,34374,1979-02-01,1.24618,"[80, 9648, 53]"
3779,Alessia... un vulcano sotto la pelle,388047,1979-03-10,1.246146,[53]
3780,Killer Fish,36275,1979-12-07,1.245934,"[12, 27]"
3781,The Bugs Bunny/Road Runner Movie,20007,1979-09-30,1.242616,"[35, 16, 10751]"
3782,The Jerk,6471,1979-12-14,1.240208,[35]
3783,Salem's Lot,11343,1979-11-17,1.239743,"[9648, 27, 53]"
3784,The Rose,16323,1979-11-07,1.239552,"[18, 10402, 10749]"
3785,The Prisoner of Zenda,1732,1979-12-21,1.237192,"[28, 12, 35]"
3786,"Saturday, Sunday and Friday",67180,1979-06-06,1.237085,[35]
3787,Hanover Street,26659,1979-05-18,1.23697,"[18, 10749, 10752]"
3788,Fast Break,50377,1979-03-02,1.230308,[35]
3789,Going in Style,65066,1979-12-07,1.22898,"[28, 35]"
3790,The Dead Mountaineer Hotel,46908,1979-08-27,1.228899,"[80, 878]"
3791,Six Swedish Girls in a Boarding School,244784,1979-09-27,1.227433,[35]
3792,Bear Island,38629,1979-12-05,1.226087,"[9648, 12, 53, 28]"
3793,Iyi Aile Çocuğu,331119,1979-02-01,1.219457,[35]
3794,The Marriage of Maria Braun,661,1979-02-20,1.218414,"[10752, 18]"
3795,The Great Santini,21887,1979-10-26,1.21773,[18]
3796,The Eighth Day,342218,1979-01-13,1.214448,"[10751, 18]"
3797,Elvis,40047,1979-02-10,1.212066,"[10770, 18, 10402]"
3798,The Garage,56547,1979-06-06,1.211889,"[35, 18]"
3799,Thirst,61689,1979-09-28,1.209388,"[27, 10749, 878, 53]"
3800,Grease,621,1978-07-07,3.103133,[10749]
3801,Superman,1924,1978-12-13,2.880473,"[12, 14, 28, 878]"
3802,In Praise Of Older Women,156235,1978-09-22,2.840691,"[18, 10749]"
3803,Halloween,948,1978-10-25,2.800085,"[27, 53]"
3804,The Deer Hunter,11778,1978-12-08,2.771588,"[18, 10752]"
3805,Little Lips,26550,1978-02-08,2.734838,[18]
3806,Death on the Nile,4192,1978-10-06,2.652945,[9648]
3807,Damien: Omen II,10766,1978-06-09,2.019821,"[28, 18, 27, 53]"
3808,The Boys from Brazil,16241,1978-10-05,2.014646,"[27, 18, 53, 878]"
3809,Midnight Express,11327,1978-10-06,2.005891,"[18, 80]"
3810,Jaws 2,579,1978-06-16,1.995219,"[27, 53]"
3811,Drunken Master,11230,1978-10-05,1.93487,"[28, 35]"
3812,Up in Smoke,11455,1978-01-01,1.933219,[35]
3813,Paradise Alley,23916,1978-09-22,1.838603,"[28, 12, 18]"
3814,Dawn of the Dead,923,1978-09-02,1.835359,[27]
3815,Coming Home,31657,1978-02-15,1.829272,"[18, 10749, 10752]"
3816,L'immoralità,81671,1978-11-20,1.814558,"[18, 53]"
3817,The Lord of the Rings,123,1978-11-15,1.799264,"[14, 18, 16, 12]"
3818,The Driver,2153,1978-06-08,1.795645,"[28, 80, 18, 53]"
3819,Watership Down,11837,1978-10-14,1.792776,"[12, 16, 18]"
3820,Hooper,16214,1978-07-28,1.728114,"[28, 35]"
3821,The Star Wars Holiday Special,74849,1978-12-01,1.720688,"[12, 35, 10751, 878, 10770]"
3822,Papaya: Love Goddess of the Cannibals,94832,1978-11-15,1.719419,"[10749, 27]"
3823,Pretty Baby,26973,1978-04-05,1.699561,"[18, 36]"
3824,Foul Play,15659,1978-07-14,1.666486,"[35, 9648, 53]"
3825,California Suite,26686,1978-12-15,1.654678,"[35, 18, 10749]"
3826,Animal House,8469,1978-07-27,1.637363,[35]
3827,I Spit on Your Grave,25239,1978-11-02,1.620432,"[27, 53]"
3828,School Teacher in the House,107008,1978-11-28,1.611493,[35]
3829,Snake in the Eagle's Shadow,11537,1978-03-01,1.580685,"[28, 35]"
3830,The Fury,12611,1978-03-10,1.563646,"[18, 27, 878, 53]"
3831,Agent 69 Jensen in the Sign of Sagittarius,24932,1978-07-20,1.548816,"[10749, 35]"
3832,Emmanuelle and the White Slave Trade,40132,1978-04-20,1.548011,[18]
3833,"Feyzo, the Polite One",27211,1978-01-01,1.545754,[35]
3834,Game of Death,13333,1978-03-22,1.541618,"[18, 28, 53, 80]"
3835,Comes a Horseman,42201,1978-10-25,1.541214,"[10749, 37, 18]"
3836,Women in Cellblock 9,68635,1978-03-17,1.519695,"[18, 28, 80]"
3837,Autumn Sonata,12761,1978-10-08,1.51766,"[10402, 18]"
3838,Battlestar Galactica,148980,1978-09-16,1.512607,"[878, 12]"
3839,The Wild Geese,7010,1978-07-05,1.508577,"[28, 53, 10752]"
3840,Invasion of the Body Snatchers,11850,1978-12-19,1.469934,"[27, 9648, 878, 53]"
3841,Revenge of the Pink Panther,6081,1978-07-19,1.458322,"[28, 35, 53, 80, 10751]"
3842,Lemon Popsicle,10580,1978-04-21,1.452726,"[18, 35, 10749]"
3843,Who Is Killing the Great Chefs of Europe?,42216,1978-10-06,1.452319,"[35, 53, 9648]"
3844,Interiors,15867,1978-08-02,1.438437,[18]
3845,Little Girl in Blue Velvet,279100,1978-08-23,1.429109,"[18, 10749]"
3846,Days of Heaven,16642,1978-09-13,1.424706,"[18, 10749]"
3847,Convoy,9584,1978-06-27,1.408392,"[28, 35, 18]"
3848,Get Out Your Handkerchiefs,4267,1978-01-11,1.359252,"[10749, 35, 18]"
3849,The 36th Chamber of Shaolin,11841,1978-02-02,1.357897,"[28, 12]"
3850,Dr. Strange,50468,1978-09-06,1.357637,"[10770, 28, 12, 14, 878]"
3851,Lupin the Third: The Secret of Mamo,30143,1978-12-16,1.352606,"[28, 12, 16, 35, 80]"
3852,Maduraiyai Meeta Sundara Pandian,394186,1978-01-14,1.35,[]
3853,The Cat from Outer Space,19378,1978-06-09,1.346503,"[35, 10751, 878]"
3854,Every Which Way But Loose,15417,1978-12-19,1.331868,"[28, 12, 35, 10749]"
3855,Jubilee,41426,1978-02-01,1.325925,"[10402, 14, 18, 35]"
3856,The Big Sleep,1815,1978-03-13,1.322496,"[18, 28, 53, 80, 9648]"
3857,French Fried Vacation,11183,1978-11-01,1.318965,[35]
3858,Lucky Luke: The Ballad of the Daltons,50166,1978-03-10,1.317481,"[10751, 16, 35, 37]"
3859,Hababam Sınıfı Dokuz Doğuruyor,83655,1978-01-01,1.311787,[]
3860,Behind Convent Walls,39340,1978-01-25,1.306557,[18]
3861,Invincible Shaolin,48297,1978-11-19,1.302997,[28]
3862,Who'll Stop the Rain,31941,1978-08-02,1.294864,"[10752, 18, 53, 80, 28]"
3863,Coma,11223,1978-01-06,1.292849,"[53, 9648, 18]"
3864,Attack of the Killer Tomatoes!,2182,1978-10-01,1.288599,"[35, 27, 878]"
3865,The Meanest Men in the West,137458,1978-05-04,1.286108,[37]
3866,Little Women,238783,1978-01-01,1.285395,[]
3867,The Comeback,106682,1978-06-16,1.28468,"[27, 9648, 53]"
3868,The Medusa Touch,11623,1978-04-13,1.277217,"[27, 53, 878]"
3869,Nest of Vipers,279117,1978-03-03,1.276271,"[18, 10749]"
3870,Women Without Innocence,68642,1978-02-09,1.269692,[53]
3871,Gates of Heaven,24998,1978-10-01,1.266253,[99]
3872,I Wanna Hold Your Hand,55457,1978-04-20,1.264099,[35]
3873,Stranger in Our House,37938,1978-10-31,1.255745,"[27, 9648, 53]"
3874,Blue Collar,14839,1978-02-10,1.253274,"[18, 80]"
3875,Köşeyi Dönen Adam,68108,1978-01-01,1.252121,[]
3876,Lady on the Bus,84255,1978-01-01,1.24571,[18]
3877,The Betsy,58628,1978-02-02,1.24431,"[18, 10749]"
3878,The Sister of Ursula,91256,1978-10-18,1.244108,[27]
3879,The Wiz,24961,1978-10-24,1.241523,"[12, 10751, 14, 10402, 878]"
3880,Avanak Apdi,148697,1978-01-01,1.230835,[35]
3881,Invisible Man: Rape!,143670,1978-12-23,1.229548,[35]
3882,F.I.S.T.,28932,1978-04-26,1.223264,"[18, 28]"
3883,The Cheap Detective,14584,1978-06-23,1.222644,"[35, 53, 80, 9648]"
3884,Fedora,54000,1978-05-30,1.215761,"[18, 10749]"
3885,The Discord,11530,1978-03-16,1.212397,[35]
3886,Empire of Passion,49096,1978-01-01,1.208539,"[18, 27, 10749]"
3887,Martin,26517,1978-07-05,1.206706,[27]
3888,The Swarm,46878,1978-07-14,1.204634,"[28, 18, 27, 878]"
3889,Koko: A Talking Gorilla,54194,1978-10-01,1.199968,[99]
3890,Crippled Avengers,40081,1978-12-20,1.197876,"[28, 18, 10769]"
3891,Divinas palabras,254039,1978-06-06,1.194837,[]
3892,The Bermuda Triangle,160816,1978-02-10,1.194571,"[12, 53]"
3893,Popcorn and Ice Cream,222837,1978-01-01,1.192472,[35]
3894,Snake and Crane Arts of Shaolin,35170,1978-03-08,1.192106,"[18, 28, 10769]"
3895,Legend of the Bat,66167,1978-07-08,1.192007,"[28, 18, 10769]"
3896,Despair,42203,1978-05-19,1.191507,[18]
3897,Orchestra Rehearsal,47850,1978-10-01,1.191112,"[10769, 18]"
3898,The Boys in Company C,27521,1978-02-02,1.189205,"[18, 10752]"
3899,Island of 1000 Delights,220688,1978-04-27,1.186381,"[80, 18]"
3900,Star Wars,11,1977-05-25,9.476624,"[12, 28, 878]"
3901,Close Encounters of the Third Kind,840,1977-11-16,3.213487,"[878, 18]"
3902,Agent 69 in the Sign of Scorpio,24930,1977-07-22,3.17809,"[35, 10749]"
3903,The Rescuers,11319,1977-06-22,2.912518,"[14, 10751, 16, 12]"
3904,The Spy Who Loved Me,691,1977-07-07,2.682604,"[12, 28, 53]"
3905,Annie Hall,703,1977-04-19,2.613113,"[35, 18, 10749]"
3906,Playing with Love,46853,1977-05-17,2.41851,[18]
3907,The Goodbye Girl,14741,1977-11-30,2.312505,"[35, 10749]"
3908,Hitch Hike,54523,1977-04-30,2.287641,"[80, 18, 53]"
3909,Emmanuelle 3,39412,1977-12-15,1.935802,[18]
3910,Suspiria,11906,1977-02-01,1.922322,[27]
3911,Saturday Night Fever,11009,1977-12-16,1.902671,"[18, 10402]"
3912,The Many Adventures of Winnie the Pooh,250480,1977-03-11,1.873808,"[16, 10751]"
3913,Pete's Dragon,11114,1977-11-03,1.866539,"[14, 16, 35, 10751]"
3914,Cross of Iron,10839,1977-01-29,1.820416,"[18, 28, 36, 10752]"
3915,A Bridge Too Far,5902,1977-06-15,1.807491,"[18, 36, 10752]"
3916,Exorcist II: The Heretic,11586,1977-06-17,1.806386,"[27, 53, 14]"
3917,Soldier of Orange,633,1977-09-22,1.794511,"[18, 36, 53, 10752]"
3918,Julia,42222,1977-10-02,1.7726,[18]
3919,Crime Busters,11689,1977-04-01,1.767795,"[28, 35]"
3920,March or Die,25388,1977-09-08,1.748247,"[28, 12, 18, 10752]"
3921,Smokey and the Bandit,11006,1977-05-26,1.674815,"[28, 12, 35]"
3922,Airport '77,7227,1977-03-11,1.659364,"[28, 12, 18, 53]"
3923,The Gauntlet,17689,1977-12-21,1.640883,"[18, 28, 80, 53]"
3924,Capricorn One,11935,1977-12-17,1.629132,"[18, 28, 53, 878]"
3925,Emmanuelle and the Last Cannibals,28324,1977-10-21,1.581721,"[12, 27]"
3926,"New York, New York",12637,1977-06-21,1.562667,"[18, 10402, 10749]"
3927,The Brothers Lionheart,11291,1977-09-23,1.539473,"[12, 14, 10751]"
3928,Eraserhead,985,1977-03-19,1.520727,"[18, 14, 27, 878]"
3929,Hababam Sınıfı Tatilde,31402,1977-01-01,1.512697,[]
3930,Emanuelle in America,28682,1977-01-05,1.509017,"[18, 10749, 10769, 12]"
3931,Emmanuelle Around the World,28325,1977-09-16,1.504474,"[27, 18, 10749]"
3932,Pumping Iron,5205,1977-01-18,1.482386,[99]
3933,Sorcerer,38985,1977-06-24,1.474367,"[28, 53, 12]"
3934,Orca: The Killer Whale,12707,1977-07-22,1.469514,"[18, 12, 27]"
3935,ebrew,319369,1977-01-19,1.469458,[]
3936,The Sentinel,18196,1977-01-07,1.454854,"[27, 18, 9648]"
3937,The Turning Point,61280,1977-11-14,1.439756,"[18, 10749]"
3938,Beauty and the Beast,197836,1977-04-18,1.424592,[18]
3939,Gülen Gözler,65010,1977-03-01,1.423554,"[35, 18, 10751]"
3940,The Deep,20416,1977-06-17,1.397476,"[9648, 53, 12]"
3941,Jabberwocky,11834,1977-03-28,1.390768,"[14, 35]"
3942,"Oh, God!",24032,1977-10-07,1.390179,"[14, 35]"
3943,The Man in the Iron Mask,4199,1977-07-07,1.388865,"[36, 12]"
3944,Rollercoaster,10670,1977-06-10,1.372692,"[28, 53]"
3945,Sinbad and the Eye of the Tiger,11940,1977-07-15,1.372457,"[28, 12, 10751, 14, 878]"
3946,Love Camp,86508,1977-10-13,1.356621,"[12, 18, 53]"
3947,The Car,24655,1977-05-12,1.356423,"[27, 9648]"
3948,The Fruit Is Ripe,74949,1977-01-20,1.355178,"[35, 10749]"
3949,Herbie Goes To Monte Carlo,14140,1977-06-24,1.345517,"[10749, 35, 10751, 28, 12]"
3950,The White Buffalo,47914,1977-05-01,1.340245,"[27, 37]"
3951,Call of the Blonde Goddess,73475,1977-12-09,1.336156,"[80, 18]"
3952,İbo ile Güllüşah,111803,1977-01-01,1.329065,[]
3953,Candleshoe,14612,1977-12-16,1.318593,[10751]
3954,The Hills Have Eyes,12262,1977-07-22,1.314326,[27]
3955,The Island of Dr. Moreau,26932,1977-07-13,1.309275,[878]
3956,Rape! 13th Hour,39876,1977-01-01,1.304541,"[80, 28, 53]"
3957,Love Letters of a Portuguese Nun,81189,1977-03-10,1.303238,"[18, 12, 27]"
3958,Jesus of Nazareth,2413,1977-01-01,1.301955,"[18, 36]"
3959,The American Friend,11222,1977-06-26,1.298632,"[18, 53]"
3960,The Mighty Peking Man,42230,1977-08-11,1.297295,"[878, 28, 14]"
3961,"Ilsa, the Mad Butcher",28656,1977-01-21,1.296335,"[18, 27]"
3962,The Message,26842,1977-03-09,1.29164,"[12, 18, 28, 36]"
3963,Çöpçüler Kralı,80961,1977-08-09,1.284467,[]
3964,Slap Shot,11590,1977-02-25,1.283632,"[18, 35]"
3965,Wilma,78137,1977-12-19,1.280362,"[18, 10770]"
3966,Office Romance,31139,1977-10-26,1.279911,"[35, 10749]"
3967,Iphigenia,46278,1977-09-10,1.273351,"[28, 18, 10769]"
3968,Fantasm Comes Again,30830,1977-12-26,1.273203,[35]
3969,Stroszek,11698,1977-01-12,1.268524,[18]
3970,You and Nothing and Berlin,259621,1977-03-17,1.266953,"[10749, 35, 10751]"
3971,Breaker! Breaker!,19108,1977-04-01,1.265355,"[28, 12, 80, 53]"
3972,The Hobbit,1362,1977-11-27,1.261986,"[12, 16, 10751]"
3973,Shock Waves,26680,1977-07-15,1.257598,[27]
3974,Man of Marble,224,1977-02-25,1.256003,"[18, 36]"
3975,The Duellists,19067,1977-08-31,1.251636,"[18, 10752]"
3976,Queen of Sex,222666,1977-02-16,1.250848,[53]
3977,The Man Who Loved Women,1421,1977-04-27,1.250667,"[18, 35, 10749]"
3978,Eagles - Live At The Capital Centre,200399,1977-03-21,1.245213,[10402]
3979,ABBA - The Movie,14336,1977-12-15,1.244379,"[99, 10402]"
3980,Rabid,29437,1977-04-08,1.241394,"[27, 878]"
3981,The General and His Empire of Joy,284348,1977-02-11,1.24041,[18]
3982,"The Virgo, the Taurus and the Capricorn",208873,1977-02-03,1.238694,[35]
3983,Bilitis,50435,1977-06-06,1.238555,"[18, 10749]"
3984,Beach House,56379,1977-10-27,1.235876,[35]
3985,Swedish Nympho Slaves,196184,1977-04-15,1.232208,"[28, 53, 9648]"
3986,Demon Seed,18775,1977-04-07,1.230365,"[27, 878]"
3987,Sakar Şakir,111799,1977-01-01,1.227227,[]
3988,Are You Being Served?,20155,1977-01-01,1.225103,[35]
3989,Nene,80206,1977-09-21,1.217143,[18]
3990,Erotic Campus: Rape Reception,105832,1977-10-01,1.215833,[35]
3991,The Garden,135630,1977-01-01,1.215189,[18]
3992,The Incredible Hulk,65294,1977-11-04,1.214163,"[28, 878, 10770]"
3993,Joy of Flying,300380,1977-09-09,1.213708,[35]
3994,Young Lady Chatterley,77756,1977-05-15,1.211931,"[35, 18]"
3995,Mimino,27861,1977-06-06,1.211276,"[18, 35, 10751]"
3996,MacArthur,31037,1977-07-01,1.205269,"[18, 36]"
3997,Kid Vengeance,77632,1977-01-01,1.203661,[37]
3998,Taxi Girl,114738,1977-04-15,1.200726,[35]
3999,Entire Days in the Trees,63330,1977-02-09,1.2,[18]
4000,The Summer I Turned 15,281007,1976-03-04,11.161603,[18]
4001,Taxi Driver,103,1976-02-07,3.992959,"[80, 18]"
4002,A Real Young Girl,1631,1976-01-01,3.561958,[18]
4003,Rocky,1366,1976-11-21,3.195271,[18]
4004,The Food of the Gods,42245,1976-06-18,2.903369,"[27, 878]"
4005,Network,10774,1976-11-01,2.53129,[18]
4006,The Outlaw Josey Wales,10747,1976-06-30,2.452813,"[18, 37]"
4007,In the Realm of the Senses,5879,1976-05-15,2.416951,"[18, 10749]"
4008,Carrie,7340,1976-11-03,2.106856,"[27, 53]"
4009,The Omen,794,1976-06-06,2.059845,"[27, 53]"
4010,Marathon Man,10518,1976-10-05,2.018754,[53]
4011,The Eagle Has Landed,11372,1976-12-24,1.90783,"[12, 18, 28, 53, 10752]"
4012,The Twelve Tasks of Asterix,9385,1976-09-08,1.847895,"[10751, 16, 35, 12]"
4013,Confessions of a Frustrated Housewife,271045,1976-08-04,1.823743,[18]
4014,All the President's Men,891,1976-04-04,1.823294,"[18, 36, 9648, 53]"
4015,The Wing and the Thigh,761,1976-10-27,1.783824,[35]
4016,Submission,180876,1976-11-17,1.758282,[18]
4017,Silent Movie,10970,1976-06-17,1.752704,[35]
4018,The Last Tycoon,37774,1976-11-18,1.748101,"[18, 10749]"
4019,The Man Who Fell to Earth,991,1976-03-18,1.738703,"[18, 878]"
4020,The Enforcer,10649,1976-12-21,1.72689,"[28, 80, 53]"
4021,Silver Streak,11558,1976-12-03,1.718124,"[35, 80, 10749, 53]"
4022,The Gumball Rally,25305,1976-07-28,1.70799,"[28, 12, 35]"
4023,Logan's Run,10803,1976-06-23,1.705001,"[12, 28, 10749, 878]"
4024,St. Ives,37626,1976-08-01,1.68677,"[80, 28, 53, 9648]"
4025,Futureworld,10640,1976-08-13,1.663293,"[28, 12, 878, 53]"
4026,Alice Sweet Alice,23761,1976-11-13,1.653249,"[27, 9648, 53]"
4027,King Kong,10730,1976-09-08,1.627865,"[28, 12, 18, 27, 878]"
4028,Murder by Death,6037,1976-06-23,1.615582,"[35, 80, 9648, 53]"
4029,The Pink Panther Strikes Again,12268,1976-12-15,1.611526,"[35, 9648]"
4030,Stay Hungry,5228,1976-04-23,1.602388,"[35, 18]"
4031,"Don't Bite, We Love You",226338,1976-05-03,1.594075,"[10751, 35, 18]"
4032,Meraklı Köfteci,74077,1976-12-01,1.537628,[]
4033,Fellini's Casanova,42236,1976-12-07,1.536421,"[18, 36, 10749]"
4034,Assault on Precinct 13,17814,1976-11-05,1.525347,"[28, 80]"
4035,The Shootist,12584,1976-08-11,1.515987,"[28, 12, 18, 37]"
4036,The Cassandra Crossing,32037,1976-12-18,1.511997,"[18, 53]"
4037,1900,3870,1976-09-03,1.506032,"[18, 36, 10749]"
4038,Sparkle,21554,1976-04-07,1.456317,"[18, 10402]"
4039,Family Plot,5854,1976-04-09,1.439975,"[35, 80, 53]"
4040,The Shaolin Avengers,109088,1976-06-18,1.432533,[28]
4041,Bugsy Malone,8446,1976-06-26,1.425811,"[18, 28, 35, 10402, 10751]"
4042,Obsession,4780,1976-08-01,1.420324,"[18, 53, 9648]"
4043,Freaky Friday,16084,1976-12-17,1.417106,"[14, 35, 10751]"
4044,Girls in the Night Traffic,214397,1976-07-13,1.38389,"[18, 35]"
4045,Emmanuelle in Bangkok,39965,1976-05-06,1.379921,"[18, 10749]"
4046,Black and White in Color,42238,1976-01-01,1.378521,"[18, 35, 10752]"
4047,Keoma,6609,1976-11-25,1.377378,"[28, 37]"
4048,Scandalo in Famiglia,290134,1976-05-25,1.377166,[35]
4049,New Fist of Fury,18666,1976-07-08,1.376926,"[28, 18]"
4050,The Tenant,11482,1976-05-26,1.369236,"[53, 14]"
4051,Face to Face,29454,1976-04-05,1.359672,"[18, 14]"
4052,The Town That Dreaded Sundown,48197,1976-09-26,1.349169,"[27, 9648, 53, 80]"
4053,Midway,11422,1976-06-18,1.332577,"[28, 18, 36, 10752]"
4054,Sybil,27138,1976-11-14,1.330615,[18]
4055,The Man on the Roof,25699,1976-09-30,1.321348,"[53, 28, 80, 18]"
4056,Sex with a Smile,214051,1976-01-09,1.31436,[35]
4057,Deseo,422297,1976-01-01,1.313459,[18]
4058,The Killing of a Chinese Bookie,32040,1976-02-15,1.299923,"[53, 80, 18]"
4059,The Pom Pom Girls,21955,1976-05-01,1.299172,[35]
4060,The Return of a Man Called Horse,35200,1976-06-28,1.29496,"[28, 18, 37]"
4061,Shadow of Angels,10232,1976-01-31,1.293012,[18]
4062,Up!,5651,1976-10-01,1.286703,[35]
4063,End of the Game,72494,1976-05-12,1.283026,"[9648, 53]"
4064,Schoolgirl Report Part 10: Every Girl Starts Sometime...,70634,1976-04-02,1.282923,"[35, 18]"
4065,The Little Girl Who Lives Down the Lane,19971,1976-12-25,1.274046,"[18, 27, 9648, 53]"
4066,Je t'aime moi non plus,4580,1976-03-10,1.268473,[18]
4067,Dog Lay Afternoon,133980,1976-11-15,1.260837,"[18, 27, 53]"
4068,Milk Brothers,31405,1976-02-01,1.259924,[35]
4069,The Ritz,63848,1976-08-12,1.259369,"[10402, 35]"
4070,At the Earth's Core,26398,1976-07-01,1.254721,"[12, 14, 878]"
4071,The Smurfs and the Magic Flute,53566,1976-10-07,1.254338,"[16, 12, 10751]"
